vrsta_naloga,vrsta_institucije,grad,email,nalog,Username,Full Name,Biography,Followers Count,Following Count,Posts Count,Is Private,Is Verified,External URL,Category,Pronouns,Bio Link 1,Bio Link 2,Bio Link 3,,,,,ime_institucije
Ustanove,Srednja,Ivanjica,,https://www.instagram.com/gimnazijaic_blokada/,gimnazijaic_blokada,Blokada Gimnazije u Ivanjici,"Samoorganizovana grupa ucenika Gimnazije u Ivanjici
Prikljuci se blokadi
Ruke su vam krvave
#blokada #rukesuvamkrvave",719,62,2,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Beograd,,https://www.instagram.com/mg_blokada/,mg_blokada,Самоорганизовани матуранти Математичке гимназије,,"1,005",42,12,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Novi Sad,,https://www.instagram.com/jovinasepita/,jovinasepita,,"Да сачувамо Јовину! 
jovinasepita@gmail.com","2,811",55,23,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Beograd,,https://www.instagram.com/blokada.fgbg/,blokada.fgbg,Filološka gimnazija,#blokada #rukesuvamkrvave,"1,107",77,4,FALSE,FALSE,,,,,,,,,,,
Ustanove,Viša,Novi Sad,,https://www.instagram.com/blokada_mfns/,blokada_mfns,Studenti Medicinskog Fakulteta u Novom Sadu🩺,,"4,253",52,42,FALSE,FALSE,,,,,,,,,,,
Ustanove,Viša,Beograd,,https://www.instagram.com/blokada_uf/,blokada_uf,Studenti Fakulteta za obrazovanje učitelja i vaspitača,"„Онај ко буди знање, не сме да спава пред неправдом.”
Званични профил непрофитне нестраначке групе студената блокаде Учитељског факултета.","1,130",22,25,FALSE,FALSE,,,,,,,,,,,
Ustanove,Viša,Beograd,,https://www.instagram.com/blokada.matf/,blokada.matf,Blokada Matematičkog fakulteta Univerziteta u Beogradu,,"1,426",105,21,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Beograd,,https://www.instagram.com/zg_blokada/,zg_blokada,Blokada Zemunske gimnazije,Samoorganizovani maturanti Zemunske gimnazije,"1,055",34,17,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Novi Sad,,https://www.instagram.com/umetnost.se.budi/,umetnost.se.budi,Maturanti Baletske i Muzičke škole,"Svaki dan od 11:52-12:07
Bulevar cara Lazara 67, Novi Sad",586,87,12,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Novi Sad,,https://www.instagram.com/ekonomska.se.budi/,ekonomska.se.budi,Ekonomska se budi,"Ekonomska škola “Svetozar Miletić”, Novi Sad",607,87,5,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Novi Sad,,https://www.instagram.com/suput.ne.cuti/,suput.ne.cuti,Maturanti Škole za dizajn „Bogdan Šuput“,"•
Sistemu treba novi dizajn",569,37,6,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Kragujevac,,https://www.instagram.com/gimnazijasu.protest/,gimnazijasu.protest,"Učenički protest Gimnazije ""Svetozar Marković""","Zvanični informativni profil                                                         
Počast žrtvama tragedije u Novom Sadu i podrška studentima",676,157,8,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Beograd,,https://www.instagram.com/blokadamaturanata.xii/,blokadamaturanata.xii,Maturanti XII Gimnazije,"Самоиницијативна и политички неутрална блокада наставе.
Једини прави профил.  
www.tiktok.com/@blokadamaturanata_xii",762,38,7,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Beograd,,https://www.instagram.com/stankovic.blokada/,stankovic.blokada,Ученици Музичке Школе Станковић,,514,63,8,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Beograd,,https://www.instagram.com/gis.se.budi/,gis.se.budi,ГИС СЕ БУДИ,"""Живот је кратак, али траг од живота може дуго трајати."" - Исидора Секулић","1,036",12,4,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,,,https://www.instagram.com/ets_se_budi/,ets_se_budi,Neoficijalni informativni profil,"Učenici ETŠ ""Mihajlo Pupin"" više ne stoje po strani ❗️
Profil namenjen za informisanje učenika i profesora 🖐🏻🩸",286,96,6,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Mladenovac,,https://www.instagram.com/tsm.blokada/,tsm.blokada,Блокада Техничке у Младеновцу,Самоорганизована група ученика Техничке школе у Младеновцу подржава право на протест и активно учествује у блокадама образовних институција.,347,145,3,FALSE,FALSE,,,,,,,,,,,
Treća Lica,-,-,,https://www.instagram.com/i.mi.mladji.se.pitamo/,i.mi.mladji.se.pitamo,Samoorganizovana grupa srednjoskolaca,"Ovo je nezavisna i neprofitna inicijativa srednjoškolaca, formirana u cilju zaštite prava i sloboda učenika srednjih škola, kao i podrške studentima.",539,32,4,FALSE,FALSE,,,,,,,,,,,
Treća Lica,-,-,,https://www.instagram.com/becej_se_budi/,becej_se_budi,Самоорганизована група младих из Бечеја,"Одлучно уз студенте, до испуњења захтева
Руке су им крваве!",599,45,6,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Novi Pazar,,https://www.instagram.com/blokada.pkg/,blokada.pkg,,"БЛОКАДА!
(У)СТАНИ
Да ли стрепиш да ћеш остати жив када изађеш на улицу?
#rukesuvamkrvave #blokada #namladimasvetostaje","1,584",158,9,FALSE,FALSE,,,,,,,,,,,
Treća Lica,-,-,,https://www.instagram.com/blokada.srednjoskolci.bg/,blokada.srednjoskolci.bg,За нашу децу,Ми смо она деца која се не виде из ваших фотеља.,395,99,3,FALSE,FALSE,,,,,,,,,,,
Ustanove,Viša,Novi Sad,,https://www.instagram.com/esnd_blokada/,esnd_blokada,,,202,78,2,FALSE,FALSE,,,,,,,,,,,
Ustanove,Viša,Beograd,,https://www.instagram.com/vts.blokada/,vts.blokada,Samoorganizovana grupa studenata VTŠ,Neprofitna i nestranačka grupa sudenata Visoke Turističke škole,448,78,18,FALSE,FALSE,,,,,,,,,,,
Treća Lica,-,-,,https://www.instagram.com/mladi_srbije/,mladi_srbije,Mladi Srbije,Mi smo samoorganizovana grupa mladih (ima baš mladih). Počeli smo sa radom 20.12.2024. Kao grupa na Instagramu smo se formirali 05.12.2024.,262,177,30,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Beograd,,https://www.instagram.com/iv_blokada/,iv_blokada,Блокада IV гимназије у Београду,Самоиницијативна организација матураната IV гимназије у Београду.,458,92,1,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Beograd,,https://www.instagram.com/vi_blokada/,vi_blokada,VI гимназија,Профил направљен од стране матураната VI београдске гимназије у циљу подршке студентима.,656,34,6,FALSE,FALSE,,,,,,,,,,,
Ustanove,Viša,Novi Sad,,https://www.instagram.com/vaspitaci_u_blokadi/,vaspitaci_u_blokadi,Blokada Visoke škole strukovnih studija za obrazovanje vaspitača,Novi Sad,823,67,20,FALSE,FALSE,,,,,,,,,,,
Ustanove,Viša,Sombor,,https://www.instagram.com/pefso_blokada/,pefso_blokada,,PEDAGOŠKI FAKULTET SOMBOR,667,98,17,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Beograd,,https://www.instagram.com/ptt_blokada/,ptt_blokada,Матуранти Средње техничке ПТТ школе,,154,35,2,FALSE,FALSE,,,,,,,,,,,
Treća Lica,-,-,,https://www.instagram.com/savremena.podrzava/,savremena.podrzava,,"Samoorganizovana grupa učenika Savremene gimnazije. Ne možemo da stupimo u blokadu, ali podržavamo studente, njihove zahteve i blokade.",192,140,2,FALSE,FALSE,,,,,,,,,,,
Treća Lica,-,-,,https://www.instagram.com/blokada_srbija/,blokada_srbija,Blokadom Do Slobode!,"(U)STANI SRBIJO! 🖐🏼
Neformalna grupa za podršku studentima i borbi za pravdu i bezbednost svih nas!
Do slobodne Srbije!",264,151,1,FALSE,FALSE,,,,,,,,,,,
Treća Lica,-,-,,https://www.instagram.com/djaci_arandjelovac/,djaci_arandjelovac,Deca Aranđelovca,Đački parlamenti,128,71,2,FALSE,FALSE,,,,,,,,,,,
Ustanove,Viša,Beograd,,https://www.instagram.com/vggs_blokada/,vggs_blokada,BLOKADA studenata Visoko gradjevinsko geodetske škole,studentivggs16@gmail.com,535,77,7,FALSE,FALSE,,,,,,,,,,,
Ustanove,Viša,Niš,,https://www.instagram.com/prafakblokada/,prafakblokada,Правници у блокади,"Званичан профил блокаде студената Правног факултета Универзитета у Нишу.
До испуњења захтева!",376,20,2,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Leskovac,,https://www.instagram.com/blokada.ekonomska.leskovac/,blokada.ekonomska.leskovac,"Samoorganizovani učenici Ekonomske škole ""Đuka Dinić"" u Leskovcu",,403,100,2,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Požarevac,,https://www.instagram.com/blokada.etspo/,blokada.etspo,Ученици Економско-трговинске школе,"(У)СТАЛИ СМО!
матуранти ЕТШ ПОЖАРЕВАЦ",373,75,4,FALSE,FALSE,,,,,,,,,,,
Ustanove,Viša,Beograd,,https://www.instagram.com/ictublokadi/,ictublokadi,Studenti Visoke ICT u Beogradu,Zvanična stranica samoorganizovane grupe studenata Visoke ICT u blokadi.,246,61,4,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Sopot,,https://www.instagram.com/ets.sopot.blokada/,ets.sopot.blokada,,"Zvaničan profil blokade učenika Ekonomsko-trgovinske škole u Sopotu.
Glas učenika se mora čuti!",208,124,4,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Subotica,,https://www.instagram.com/medicinskasu.protest/,medicinskasu.protest,,,88,20,3,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Beograd,,https://www.instagram.com/vuckovic.blokada/,vuckovic.blokada,,Званична страница ученика С.М.Ш.  “Др Војислав Вучковић”,231,115,2,FALSE,FALSE,,,,,,,,,,,
Treća Lica,-,-,,https://www.instagram.com/pokrenimomacvu/,pokrenimomacvu,Покренимо Мачву,,"2,311","3,803",605,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Šabac,,https://www.instagram.com/blokada_essm/,blokada_essm,"Blokada ekonomske škole ""Stana Milanović "" Šabac","Podrška studentima od maturanata ekonomske škole ""Stana Milanović "", Šabac",288,155,2,FALSE,FALSE,,,,,,,,,,,
Ustanove,Viša,Beograd,,https://www.instagram.com/studenti_singidunuma/,studenti_singidunuma,Singi protest,"Zvanični profil samoorganizovane grupe studenata Singidunuma.
Pružamo podršku studentima širom Srbije.",810,70,6,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Beograd,,https://www.instagram.com/dizajnerska_blokada/,dizajnerska_blokada,Maturanti Škole za dizajn,,478,108,7,FALSE,FALSE,,,,,,,,,,,
Ustanove,Viša,Kragujevac,,https://www.instagram.com/assskg.blokada/,assskg.blokada,Академија струковних студија Шумадија - одсек Крагујевац,,166,100,2,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Beograd,,https://www.instagram.com/drvoart_blokada/,drvoart_blokada,profil blokade srednje skole drvoart,,247,70,0,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Beograd,,https://www.instagram.com/ffs.blokada/,ffs.blokada,,Самоорганизовани матуранти Фармацеутско-физиотерапеутске школе у блокади.,344,60,9,FALSE,FALSE,,,,,,,,,,,
Ustanove,Viša,Vranje,,https://www.instagram.com/ngs.pfvr/,ngs.pfvr,Neformalna Grupa Studenata PFVR,Neformalna grupa studenata Pedagoškog fakulteta u Vranju,211,104,4,FALSE,FALSE,,,,,,,,,,,
Treća Lica,-,-,,https://www.instagram.com/blokada.protest/,blokada.protest,Blokada,"Ova majica je više od odeće
To je simbol borbe za istinu i pravdu✊
BOLJE DA MENJAMO DRŽAVU, NEGO DA MENJAMO DRŽAVU!
#blokada #protest",158,96,5,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Beograd,,https://www.instagram.com/turisticka.u.blokadi/,turisticka.u.blokadi,",,Живети слободно!’’",Туристи више не путују јер нема више станица!,208,131,3,FALSE,FALSE,,,,,,,,,,,
Ustanove,Srednja,Čačak,,https://www.instagram.com/blokada.gimn.ca/,blokada.gimn.ca,Blokada Gimnazija Cacak,Jedine zvanicne informacije vezane za blokadu Gimnazije u Cacku,"1,144",299,21,FALSE,FALSE,,,,,,,,,,,
